Time_2 (s),f3_2 (Hz),D3_2 (ppm),f5_2 (Hz),D5_2 (ppm),f7_2 (Hz),D7_2 (ppm),f9_2 (Hz),D9_2 (ppm),f11_2 (Hz),D11_2 (ppm),f13_2 (Hz),D13_2 (ppm),Time_3 (s),f3_3 (Hz),D3_3 (ppm),f5_3 (Hz),D5_3 (ppm),f7_3 (Hz),D7_3 (ppm),f9_3 (Hz),D9_3 (ppm),f11_3 (Hz),D11_3 (ppm),f13_3 (Hz),D13_3 (ppm),Time_4 (s),f3_4 (Hz),D3_4 (ppm),f5_4 (Hz),D5_4 (ppm),f7_4 (Hz),D7_4 (ppm),f9_4 (Hz),D9_4 (ppm),f11_4 (Hz),D11_4 (ppm),f13_4 (Hz),D13_4 (ppm)
59285.15,14853897.16,8.38,24750892.27,6.96,34646849.11,5.98,44543808.06,5.48,54440578.10,6.34,64338068.43,6.87,59274.94,14855348.35,16.31,24754598.29,10.49,34652368.04,7.53,44550905.35,7.47,54449229.35,9.08,64348240.74,9.45,59279.87,14847638.26,16.05,24742026.88,10.46,34634991.71,7.60,44528788.45,7.68,54422382.95,9.56,64316696.43,9.95
59350.10,14853897.13,8.38,24750892.25,6.96,34646849.05,5.98,44543807.99,5.48,54440578.01,6.34,64338068.32,6.87,59339.88,14855348.33,16.31,24754598.24,10.49,34652367.97,7.53,44550905.25,7.47,54449229.25,9.08,64348240.63,9.45,59344.80,14847638.23,16.05,24742026.82,10.46,34634991.63,7.60,44528788.36,7.68,54422382.82,9.56,64316696.28,9.96
59415.05,14853897.12,8.38,24750892.25,6.97,34646849.04,5.98,44543807.97,5.48,54440577.98,6.34,64338068.28,6.87,59404.84,14855348.31,16.31,24754598.23,10.49,34652367.95,7.53,44550905.23,7.47,54449229.23,9.08,64348240.60,9.45,59409.76,14847638.22,16.05,24742026.80,10.46,34634991.60,7.60,44528788.32,7.68,54422382.78,9.56,64316696.23,9.96
59479.95,14853897.09,8.38,24750892.22,6.97,34646848.99,5.98,44543807.91,5.48,54440577.90,6.34,64338068.20,6.87,59469.74,14855348.29,16.31,24754598.19,10.49,34652367.90,7.53,44550905.17,7.47,54449229.14,9.08,64348240.50,9.45,59474.66,14847638.19,16.05,24742026.76,10.46,34634991.54,7.60,44528788.24,7.68,54422382.67,9.56,64316696.10,9.95
59544.87,14853897.08,8.38,24750892.23,6.97,34646848.97,5.99,44543807.88,5.48,54440577.86,6.34,64338068.15,6.87,59534.66,14855348.27,16.31,24754598.17,10.49,34652367.87,7.53,44550905.13,7.47,54449229.09,9.08,64348240.42,9.45,59539.58,14847638.18,16.05,24742026.73,10.46,34634991.51,7.60,44528788.21,7.68,54422382.65,9.56,64316696.06,9.96
59609.82,14853897.07,8.38,24750892.22,6.97,34646848.95,5.99,44543807.84,5.48,54440577.83,6.34,64338068.07,6.87,59599.61,14855348.27,16.31,24754598.16,10.49,34652367.85,7.53,44550905.11,7.47,54449229.06,9.08,64348240.41,9.45,59604.54,14847638.17,16.05,24742026.72,10.46,34634991.48,7.60,44528788.17,7.68,54422382.60,9.56,64316696.01,9.95
59674.71,14853897.07,8.38,24750892.22,6.97,34646848.94,5.98,44543807.83,5.48,54440577.82,6.34,64338068.09,6.87,59664.51,14855348.26,16.31,24754598.15,10.49,34652367.84,7.53,44550905.10,7.47,54449229.05,9.08,64348240.39,9.45,59669.43,14847638.17,16.05,24742026.71,10.46,34634991.47,7.60,44528788.16,7.68,54422382.60,9.56,64316696.01,9.96
59739.62,14853897.06,8.38,24750892.23,6.97,34646848.96,5.98,44543807.84,5.48,54440577.82,6.34,64338068.09,6.87,59729.42,14855348.27,16.31,24754598.15,10.49,34652367.84,7.53,44550905.10,7.47,54449229.06,9.08,64348240.40,9.45,59734.34,14847638.16,16.05,24742026.71,10.46,34634991.47,7.60,44528788.16,7.68,54422382.60,9.56,64316696.02,9.96
59804.57,14853897.07,8.38,24750892.24,6.97,34646848.96,5.98,44543807.85,5.48,54440577.83,6.34,64338068.09,6.87,59794.36,14855348.27,16.31,24754598.16,10.49,34652367.84,7.53,44550905.10,7.47,54449229.06,9.08,64348240.38,9.45,59799.29,14847638.17,16.05,24742026.72,10.46,34634991.48,7.60,44528788.17,7.68,54422382.60,9.56,64316696.03,9.96
59869.50,14853897.05,8.38,24750892.22,6.97,34646848.93,5.98,44543807.81,5.48,54440577.78,6.34,64338068.03,6.87,59859.30,14855348.25,16.31,24754598.13,10.49,34652367.80,7.53,44550905.05,7.47,54449229.00,9.08,64348240.32,9.45,59864.22,14847638.16,16.05,24742026.70,10.46,34634991.46,7.60,44528788.13,7.68,54422382.56,9.56,64316695.97,9.95
59934.39,14853897.04,8.38,24750892.20,6.97,34646848.91,5.98,44543807.78,5.48,54440577.75,6.34,64338068.00,6.87,59924.19,14855348.24,16.31,24754598.12,10.49,34652367.79,7.53,44550905.03,7.47,54449228.97,9.08,64348240.31,9.45,59929.10,14847638.15,16.05,24742026.68,10.46,34634991.43,7.60,44528788.10,7.68,54422382.53,9.56,64316695.91,9.95
59999.29,14853897.02,8.38,24750892.18,6.97,34646848.88,5.98,44543807.73,5.48,54440577.67,6.34,64338067.93,6.87,59989.08,14855348.23,16.31,24754598.09,10.49,34652367.75,7.53,44550904.99,7.47,54449228.93,9.08,64348240.24,9.45,59994.01,14847638.13,16.05,24742026.66,10.46,34634991.40,7.60,44528788.07,7.68,54422382.49,9.56,64316695.87,9.95
60064.20,14853897.02,8.38,24750892.17,6.97,34646848.87,5.98,44543807.72,5.48,54440577.66,6.34,64338067.91,6.87,60054.00,14855348.22,16.31,24754598.09,10.49,34652367.74,7.53,44550904.98,7.47,54449228.91,9.08,64348240.23,9.45,60058.92,14847638.14,16.05,24742026.66,10.46,34634991.41,7.60,44528788.07,7.68,54422382.48,9.56,64316695.87,9.96
60129.11,14853897.02,8.38,24750892.17,6.97,34646848.88,5.98,44543807.71,5.48,54440577.65,6.34,64338067.89,6.87,60118.91,14855348.22,16.31,24754598.08,10.49,34652367.72,7.53,44550904.96,7.47,54449228.89,9.08,64348240.20,9.45,60123.83,14847638.13,16.05,24742026.66,10.46,34634991.40,7.60,44528788.06,7.68,54422382.48,9.56,64316695.86,9.95
60194.06,14853897.01,8.38,24750892.17,6.97,34646848.87,5.98,44543807.70,5.48,54440577.64,6.34,64338067.88,6.87,60183.84,14855348.22,16.30,24754598.07,10.49,34652367.72,7.53,44550904.95,7.47,54449228.87,9.08,64348240.17,9.45,60188.76,14847638.14,16.05,24742026.66,10.46,34634991.39,7.60,44528788.05,7.68,54422382.45,9.56,64316695.85,9.95
60258.95,14853897.00,8.38,24750892.16,6.97,34646848.84,5.98,44543807.67,5.48,54440577.60,6.34,64338067.84,6.87,60248.74,14855348.21,16.31,24754598.06,10.49,34652367.68,7.53,44550904.93,7.47,54449228.85,9.08,64348240.13,9.45,60253.68,14847638.12,16.05,24742026.64,10.46,34634991.38,7.60,44528788.03,7.68,54422382.44,9.56,64316695.81,9.95
60323.90,14853896.98,8.38,24750892.15,6.97,34646848.82,5.99,44543807.64,5.48,54440577.56,6.34,64338067.79,6.87,60313.70,14855348.19,16.31,24754598.04,10.48,34652367.66,7.53,44550904.89,7.47,54449228.81,9.08,64348240.09,9.45,60318.62,14847638.11,16.05,24742026.61,10.46,34634991.34,7.60,44528787.96,7.68,54422382.36,9.56,64316695.74,9.95
60388.76,14853896.96,8.38,24750892.13,6.98,34646848.78,5.99,44543807.59,5.48,54440577.50,6.34,64338067.68,6.87,60378.56,14855348.18,16.30,24754598.01,10.48,34652367.62,7.53,44550904.85,7.47,54449228.75,9.08,64348240.03,9.45,60383.48,14847638.09,16.05,24742026.58,10.46,34634991.30,7.60,44528787.92,7.68,54422382.31,9.56,64316695.65,9.95
60453.57,14853896.94,8.38,24750892.13,6.98,34646848.75,5.99,44543807.55,5.48,54440577.45,6.34,64338067.65,6.87,60443.36,14855348.16,16.31,24754597.98,10.49,34652367.58,7.53,44550904.79,7.47,54449228.68,9.08,64348239.94,9.45,60448.29,14847638.07,16.05,24742026.54,10.46,34634991.24,7.60,44528787.85,7.68,54422382.23,9.56,64316695.57,9.95
60518.35,14853896.93,8.38,24750892.12,6.98,34646848.74,5.99,44543807.52,5.48,54440577.42,6.34,64338067.61,6.87,60508.14,14855348.14,16.31,24754597.97,10.48,34652367.56,7.53,44550904.77,7.47,54449228.65,9.08,64348239.90,9.45,60513.06,14847638.06,16.05,24742026.52,10.46,34634991.21,7.60,44528787.81,7.68,54422382.18,9.56,64316695.50,9.95
60583.19,14853896.91,8.38,24750892.11,6.98,34646848.69,5.99,44543807.46,5.48,54440577.35,6.34,64338067.54,6.87,60572.97,14855348.12,16.31,24754597.93,10.48,34652367.50,7.53,44550904.70,7.47,54449228.57,9.08,64348239.83,9.45,60577.91,14847638.04,16.05,24742026.49,10.46,34634991.16,7.60,44528787.75,7.68,54422382.10,9.56,64316695.41,9.95
60647.98,14853896.90,8.38,24750892.12,6.99,34646848.69,5.99,44543807.45,5.48,54440577.33,6.34,64338067.52,6.87,60637.78,14855348.12,16.30,24754597.92,10.48,34652367.48,7.53,44550904.69,7.47,54449228.56,9.08,64348239.80,9.45,60642.70,14847638.03,16.05,24742026.47,10.46,34634991.14,7.60,44528787.71,7.68,54422382.06,9.56,64316695.37,9.95
60712.28,14853896.89,8.38,24750892.12,6.99,34646848.67,5.99,44543807.43,5.48,54440577.32,6.34,64338067.51,6.87,60702.21,14855348.10,16.30,24754597.90,10.48,34652367.45,7.53,44550904.65,7.47,54449228.52,9.08,64348239.75,9.45,60707.05,14847638.01,16.05,24742026.44,10.46,34634991.09,7.60,44528787.65,7.68,54422382.00,9.56,64316695.30,9.95
60776.22,14853896.87,8.38,24750892.12,6.99,34646848.64,5.99,44543807.38,5.48,54440577.26,6.34,64338067.43,6.87,60766.10,14855348.09,16.31,24754597.88,10.48,34652367.41,7.53,44550904.61,7.47,54449228.47,9.08,64348239.68,9.45,60770.97,14847637.99,16.05,24742026.42,10.46,34634991.06,7.60,44528787.62,7.68,54422381.96,9.56,64316695.24,9.95
60840.77,14853896.85,8.38,24750892.11,6.99,34646848.61,5.99,44543807.35,5.48,54440577.22,6.34,64338067.37,6.87,60830.58,14855348.07,16.31,24754597.86,10.48,34652367.39,7.53,44550904.57,7.47,54449228.42,9.08,64348239.63,9.45,60835.50,14847637.98,16.05,24742026.39,10.46,34634991.03,7.60,44528787.57,7.68,54422381.90,9.56,64316695.17,9.95
60905.42,14853896.84,8.38,24750892.12,6.99,34646848.60,5.99,44543807.32,5.48,54440577.19,6.34,64338067.36,6.87,60895.25,14855348.06,16.30,24754597.85,10.48,34652367.36,7.53,44550904.55,7.47,54449228.39,9.08,64348239.60,9.45,60900.16,14847637.97,16.05,24742026.37,10.46,34634991.00,7.60,44528787.54,7.68,54422381.86,9.56,64316695.11,9.95
60969.85,14853896.82,8.38,24750892.12,6.99,34646848.57,5.99,44543807.29,5.48,54440577.16,6.34,64338067.31,6.87,60959.69,14855348.05,16.30,24754597.82,10.48,34652367.33,7.53,44550904.50,7.47,54449228.34,9.08,64348239.54,9.45,60964.60,14847637.95,16.05,24742026.34,10.46,34634990.95,7.60,44528787.48,7.68,54422381.78,9.56,64316695.02,9.95
61034.50,14853896.81,8.38,24750892.13,7.00,34646848.55,5.99,44543807.26,5.48,54440577.11,6.34,64338067.24,6.87,61024.30,14855348.03,16.30,24754597.80,10.48,34652367.29,7.53,44550904.46,7.47,54449228.29,9.08,64348239.47,9.45,61029.22,14847637.93,16.05,24742026.31,10.46,34634990.91,7.60,44528787.42,7.68,54422381.72,9.56,64316694.95,9.95
61099.29,14853896.79,8.38,24750892.13,7.00,34646848.50,5.99,44543807.20,5.48,54440577.04,6.34,64338067.15,6.87,61089.08,14855348.01,16.30,24754597.76,10.48,34652367.24,7.53,44550904.39,7.47,54449228.20,9.08,64348239.36,9.45,61094.00,14847637.91,16.05,24742026.27,10.46,34634990.86,7.60,44528787.36,7.68,54422381.63,9.56,64316694.85,9.95
61164.10,14853896.79,8.38,24750892.15,7.00,34646848.51,5.99,44543807.21,5.48,54440577.04,6.34,64338067.17,6.87,61153.89,14855348.01,16.30,24754597.77,10.48,34652367.25,7.53,44550904.41,7.47,54449228.23,9.08,64348239.39,9.45,61158.82,14847637.91,16.06,24742026.27,10.46,34634990.87,7.60,44528787.37,7.68,54422381.65,9.56,64316694.87,9.95
61228.91,14853896.77,8.38,24750892.15,7.00,34646848.49,5.99,44543807.17,5.48,54440576.99,6.34,64338067.11,6.87,61218.70,14855348.00,16.30,24754597.74,10.48,34652367.21,7.53,44550904.37,7.47,54449228.17,9.08,64348239.32,9.45,61223.62,14847637.90,16.06,24742026.25,10.46,34634990.83,7.60,44528787.31,7.68,54422381.59,9.56,64316694.78,9.95
61293.69,14853896.76,8.38,24750892.13,7.00,34646848.47,5.99,44543807.14,5.48,54440576.95,6.34,64338067.04,6.87,61283.48,14855347.98,16.30,24754597.72,10.48,34652367.18,7.53,44550904.33,7.47,54449228.13,9.08,64348239.28,9.45,61288.41,14847637.89,16.06,24742026.23,10.46,34634990.80,7.60,44528787.29,7.68,54422381.55,9.56,64316694.74,9.95
61358.49,14853896.75,8.38,24750892.13,7.00,34646848.47,5.99,44543807.12,5.48,54440576.94,6.34,64338067.04,6.87,61348.28,14855347.98,16.30,24754597.71,10.48,34652367.16,7.53,44550904.32,7.47,54449228.12,9.08,64348239.26,9.45,61353.21,14847637.89,16.06,24742026.23,10.46,34634990.80,7.60,44528787.29,7.68,54422381.56,9.56,64316694.74,9.95
61423.30,14853896.75,8.38,24750892.12,7.00,34646848.46,5.99,44543807.11,5.48,54440576.93,6.34,64338067.03,6.87,61413.09,14855347.98,16.30,24754597.72,10.48,34652367.15,7.53,44550904.32,7.47,54449228.12,9.08,64348239.25,9.45,61418.02,14847637.89,16.05,24742026.24,10.46,34634990.81,7.60,44528787.30,7.68,54422381.57,9.56,64316694.77,9.95
61488.11,14853896.75,8.38,24750892.10,7.00,34646848.46,5.99,44543807.11,5.48,54440576.92,6.34,64338067.02,6.87,61477.89,14855347.98,16.30,24754597.72,10.48,34652367.14,7.53,44550904.32,7.47,54449228.12,9.08,64348239.26,9.45,61482.82,14847637.90,16.05,24742026.25,10.46,34634990.83,7.60,44528787.32,7.68,54422381.59,9.56,64316694.78,9.95
61552.93,14853896.75,8.38,24750892.07,6.99,34646848.45,5.99,44543807.10,5.48,54440576.90,6.34,64338067.00,6.87,61542.71,14855347.98,16.30,24754597.71,10.48,34652367.14,7.53,44550904.31,7.47,54449228.11,9.08,64348239.24,9.45,61547.65,14847637.91,16.05,24742026.26,10.46,34634990.85,7.60,44528787.35,7.68,54422381.61,9.56,64316694.82,9.95
61617.73,14853896.74,8.38,24750892.05,6.99,34646848.43,5.99,44543807.08,5.48,54440576.88,6.34,64338066.98,6.87,61607.53,14855347.97,16.30,24754597.70,10.48,34652367.11,7.53,44550904.28,7.47,54449228.07,9.08,64348239.19,9.45,61612.45,14847637.89,16.05,24742026.24,10.46,34634990.82,7.60,44528787.31,7.68,54422381.59,9.56,64316694.80,9.95
61682.50,14853896.74,8.38,24750892.05,6.99,34646848.44,5.99,44543807.08,5.48,54440576.88,6.34,64338066.97,6.87,61672.29,14855347.98,16.30,24754597.70,10.48,34652367.11,7.53,44550904.29,7.47,54449228.09,9.08,64348239.22,9.45,61677.22,14847637.91,16.05,24742026.26,10.46,34634990.85,7.60,44528787.34,7.68,54422381.63,9.56,64316694.83,9.95
61747.31,14853896.74,8.38,24750892.04,6.99,34646848.44,6.00,44543807.08,5.48,54440576.87,6.34,64338066.96,6.87,61737.10,14855347.98,16.30,24754597.70,10.48,34652367.09,7.52,44550904.29,7.47,54449228.08,9.08,64348239.21,9.45,61742.02,14847637.91,16.05,24742026.27,10.46,34634990.86,7.60,44528787.36,7.68,54422381.64,9.56,64316694.85,9.95
61812.13,14853896.74,8.38,24750892.02,6.99,34646848.43,5.99,44543807.04,5.48,54440576.83,6.34,64338066.91,6.87,61801.91,14855347.97,16.30,24754597.69,10.48,34652367.07,7.52,44550904.27,7.47,54449228.06,9.08,64348239.18,9.45,61806.84,14847637.91,16.05,24742026.26,10.46,34634990.86,7.60,44528787.35,7.68,54422381.64,9.56,64316694.84,9.95
61876.93,14853896.73,8.38,24750892.01,6.99,34646848.42,5.99,44543807.03,5.48,54440576.81,6.34,64338066.89,6.87,61866.72,14855347.96,16.30,24754597.67,10.48,34652367.03,7.52,44550904.25,7.47,54449228.03,9.08,64348239.15,9.45,61871.65,14847637.90,16.05,24742026.25,10.46,34634990.83,7.60,44528787.32,7.68,54422381.61,9.56,64316694.80,9.95
61941.75,14853896.72,8.37,24750891.99,6.99,34646848.40,5.99,44543807.00,5.48,54440576.78,6.34,64338066.85,6.87,61931.53,14855347.95,16.30,24754597.66,10.48,34652366.99,7.52,44550904.22,7.47,54449228.01,9.08,64348239.12,9.45,61936.46,14847637.89,16.05,24742026.25,10.46,34634990.83,7.60,44528787.30,7.68,54422381.59,9.56,64316694.79,9.95
62006.44,14853896.71,8.37,24750891.99,6.99,34646848.37,5.99,44543806.98,5.48,54440576.77,6.34,64338066.84,6.87,61996.28,14855347.95,16.30,24754597.65,10.48,34652366.97,7.52,44550904.20,7.47,54449227.98,9.08,64348239.09,9.45,62001.18,14847637.89,16.05,24742026.23,10.46,34634990.81,7.60,44528787.29,7.68,54422381.58,9.56,64316694.75,9.95
62071.06,14853896.70,8.37,24750891.98,6.99,34646848.35,5.99,44543806.96,5.48,54440576.71,6.34,64338066.78,6.87,62060.85,14855347.94,16.30,24754597.64,10.48,34652366.92,7.51,44550904.17,7.47,54449227.94,9.08,64348239.03,9.45,62065.78,14847637.87,16.05,24742026.21,10.46,34634990.78,7.60,44528787.26,7.68,54422381.53,9.56,64316694.71,9.95
62135.88,14853896.69,8.37,24750891.98,6.99,34646848.34,5.99,44543806.94,5.48,54440576.71,6.34,64338066.75,6.87,62125.66,14855347.93,16.30,24754597.62,10.48,34652366.91,7.51,44550904.15,7.47,54449227.92,9.08,64348239.01,9.45,62130.59,14847637.87,16.05,24742026.20,10.46,34634990.77,7.60,44528787.24,7.68,54422381.50,9.56,64316694.67,9.95
62200.69,14853896.68,8.37,24750891.97,6.99,34646848.32,6.00,44543806.90,5.48,54440576.66,6.34,64338066.70,6.87,62190.48,14855347.92,16.30,24754597.60,10.48,34652366.89,7.51,44550904.12,7.47,54449227.88,9.08,64348238.98,9.45,62195.41,14847637.86,16.05,24742026.18,10.46,34634990.74,7.60,44528787.21,7.68,54422381.46,9.56,64316694.62,9.95
62265.48,14853896.67,8.37,24750891.97,6.99,34646848.31,6.00,44543806.90,5.48,54440576.66,6.34,64338066.70,6.87,62255.27,14855347.92,16.30,24754597.60,10.48,34652366.90,7.51,44550904.12,7.47,54449227.87,9.08,64348238.96,9.45,62260.19,14847637.86,16.05,24742026.18,10.46,34634990.74,7.60,44528787.20,7.68,54422381.45,9.56,64316694.60,9.95
62330.30,14853896.67,8.37,24750891.97,6.99,34646848.30,6.00,44543806.88,5.48,54440576.64,6.34,64338066.68,6.87,62320.08,14855347.91,16.30,24754597.59,10.48,34652366.88,7.51,44550904.11,7.47,54449227.85,9.08,64348238.92,9.45,62325.01,14847637.85,16.05,24742026.17,10.46,34634990.72,7.60,44528787.18,7.68,54422381.43,9.56,64316694.59,9.95
62395.11,14853896.66,8.37,24750891.97,6.99,34646848.29,6.00,44543806.85,5.48,54440576.60,6.34,64338066.64,6.87,62384.89,14855347.90,16.30,24754597.57,10.48,34652366.86,7.51,44550904.08,7.47,54449227.82,9.08,64348238.88,9.45,62389.82,14847637.85,16.05,24742026.16,10.46,34634990.71,7.60,44528787.17,7.68,54422381.41,9.56,64316694.57,9.95
62459.91,14853896.65,8.37,24750891.96,6.99,34646848.28,6.00,44543806.85,5.48,54440576.59,6.34,64338066.63,6.87,62449.70,14855347.90,16.30,24754597.57,10.48,34652366.86,7.51,44550904.07,7.47,54449227.80,9.08,64348238.87,9.45,62454.62,14847637.85,16.05,24742026.16,10.46,34634990.71,7.60,44528787.16,7.68,54422381.40,9.56,64316694.55,9.95
62524.68,14853896.65,8.37,24750891.97,6.99,34646848.28,6.00,44543806.85,5.48,54440576.59,6.34,64338066.63,6.87,62514.48,14855347.90,16.30,24754597.57,10.48,34652366.86,7.51,44550904.07,7.47,54449227.81,9.08,64348238.88,9.45,62519.40,14847637.85,16.05,24742026.16,10.46,34634990.71,7.60,44528787.17,7.68,54422381.43,9.56,64316694.58,9.95
62589.45,14853896.64,8.37,24750891.94,6.99,34646848.25,6.00,44543806.83,5.48,54440576.54,6.34,64338066.58,6.87,62579.24,14855347.89,16.30,24754597.55,10.48,34652366.84,7.51,44550904.04,7.47,54449227.77,9.08,64348238.81,9.45,62584.16,14847637.84,16.05,24742026.15,10.46,34634990.69,7.60,44528787.15,7.68,54422381.39,9.56,64316694.54,9.95
62654.23,14853896.63,8.37,24750891.94,6.99,34646848.25,6.00,44543806.80,5.48,54440576.53,6.34,64338066.56,6.87,62644.03,14855347.89,16.30,24754597.55,10.48,34652366.83,7.51,44550904.02,7.47,54449227.76,9.08,64348238.82,9.45,62648.94,14847637.84,16.05,24742026.15,10.46,34634990.69,7.60,44528787.14,7.68,54422381.39,9.56,64316694.52,9.95
62719.01,14853896.63,8.37,24750891.93,6.99,34646848.23,6.00,44543806.78,5.48,54440576.51,6.34,64338066.53,6.87,62708.80,14855347.88,16.30,24754597.53,10.48,34652366.80,7.51,44550903.99,7.47,54449227.72,9.08,64348238.76,9.45,62713.72,14847637.83,16.05,24742026.14,10.46,34634990.67,7.60,44528787.11,7.68,54422381.35,9.56,64316694.49,9.95
62783.79,14853896.63,8.37,24750891.93,6.99,34646848.24,6.00,44543806.78,5.48,54440576.51,6.34,64338066.53,6.87,62773.59,14855347.88,16.30,24754597.53,10.48,34652366.82,7.51,44550904.00,7.47,54449227.73,9.08,64348238.78,9.45,62778.51,14847637.85,16.05,24742026.15,10.46,34634990.69,7.60,44528787.14,7.68,54422381.39,9.56,64316694.54,9.95
62848.57,14853896.63,8.37,24750891.91,6.99,34646848.23,6.00,44543806.77,5.48,54440576.49,6.34,64338066.52,6.87,62838.36,14855347.88,16.30,24754597.53,10.48,34652366.81,7.51,44550904.00,7.47,54449227.72,9.08,64348238.78,9.45,62843.28,14847637.86,16.04,24742026.15,10.46,34634990.69,7.60,44528787.14,7.68,54422381.40,9.56,64316694.54,9.95
62913.35,14853896.62,8.37,24750891.91,6.99,34646848.23,6.00,44543806.75,5.48,54440576.48,6.34,64338066.49,6.87,62903.14,14855347.88,16.30,24754597.53,10.48,34652366.80,7.51,44550903.99,7.47,54449227.71,9.08,64348238.75,9.45,62908.07,14847637.86,16.04,24742026.15,10.46,34634990.70,7.60,44528787.15,7.68,54422381.40,9.56,64316694.55,9.95
62978.16,14853896.62,8.37,24750891.89,6.99,34646848.21,6.00,44543806.74,5.48,54440576.45,6.34,64338066.47,6.87,62967.94,14855347.88,16.30,24754597.52,10.48,34652366.79,7.51,44550903.97,7.47,54449227.69,9.08,64348238.74,9.45,62972.87,14847637.86,16.04,24742026.15,10.46,34634990.69,7.60,44528787.15,7.68,54422381.40,9.56,64316694.55,9.95
63042.96,14853896.61,8.37,24750891.88,6.99,34646848.18,6.00,44543806.71,5.48,54440576.43,6.34,64338066.43,6.87,63032.75,14855347.87,16.30,24754597.50,10.48,34652366.77,7.51,44550903.94,7.47,54449227.65,9.08,64348238.69,9.45,63037.68,14847637.85,16.04,24742026.14,10.46,34634990.67,7.60,44528787.12,7.68,54422381.36,9.56,64316694.50,9.95
63107.68,14853896.60,8.37,24750891.88,6.99,34646848.17,6.00,44543806.69,5.48,54440576.39,6.34,64338066.39,6.87,63097.48,14855347.86,16.30,24754597.49,10.48,34652366.76,7.51,44550903.93,7.47,54449227.64,9.08,64348238.67,9.45,63102.40,14847637.85,16.04,24742026.12,10.46,34634990.66,7.60,44528787.10,7.68,54422381.34,9.56,64316694.47,9.95
63172.25,14853896.59,8.37,24750891.86,6.99,34646848.13,6.00,44543806.65,5.48,54440576.36,6.34,64338066.36,6.87,63162.07,14855347.85,16.30,24754597.47,10.48,34652366.73,7.51,44550903.89,7.47,54449227.60,9.08,64348238.63,9.45,63166.98,14847637.84,16.04,24742026.11,10.46,34634990.63,7.60,44528787.06,7.68,54422381.30,9.56,64316694.42,9.95
63236.94,14853896.58,8.37,24750891.85,6.99,34646848.12,6.00,44543806.63,5.48,54440576.33,6.34,64338066.32,6.87,63226.74,14855347.84,16.30,24754597.46,10.48,34652366.72,7.51,44550903.88,7.47,54449227.58,9.08,64348238.58,9.45,63231.66,14847637.83,16.04,24742026.10,10.46,34634990.62,7.60,44528787.05,7.68,54422381.28,9.56,64316694.39,9.95
63301.65,14853896.56,8.37,24750891.83,6.99,34646848.09,6.00,44543806.58,5.48,54440576.28,6.34,64338066.27,6.87,63291.43,14855347.83,16.30,24754597.44,10.48,34652366.68,7.51,44550903.83,7.47,54449227.52,9.08,64348238.52,9.45,63296.35,14847637.82,16.04,24742026.07,10.46,34634990.59,7.60,44528787.00,7.68,54422381.23,9.56,64316694.33,9.95
63366.47,14853896.55,8.37,24750891.82,6.99,34646848.09,6.00,44543806.56,5.48,54440576.26,6.34,64338066.24,6.87,63356.26,14855347.82,16.30,24754597.42,10.48,34652366.66,7.51,44550903.80,7.47,54449227.49,9.08,64348238.48,9.45,63361.18,14847637.81,16.04,24742026.06,10.46,34634990.56,7.60,44528786.97,7.68,54422381.20,9.56,64316694.29,9.95
63431.26,14853896.54,8.37,24750891.81,6.99,34646848.07,6.00,44543806.53,5.48,54440576.22,6.34,64338066.19,6.87,63421.05,14855347.81,16.30,24754597.41,10.48,34652366.64,7.51,44550903.77,7.47,54449227.45,9.08,64348238.44,9.45,63425.97,14847637.80,16.04,24742026.05,10.46,34634990.54,7.60,44528786.95,7.68,54422381.17,9.56,64316694.25,9.95
